dataset_image,split,source_relative_path,source_sha256,annotation_class,class_id,x_min,y_min,x_max,y_max,yolo_x_center,yolo_y_center,yolo_width,yolo_height,decision_source
transition_candidates__brightness_medium__run_04__frame_032_20260820T154125_395.jpg,val,transition_candidates/brightness_medium/run_04/frame_032_20260820T154125_395.jpg,08df50e7d8c2fc5742862b87e5baff1ee72f0f8c14148b685a62babed787ffc4,yellow,1,363,180,384,213,0.778125,0.545833,0.043750,0.091667,transition_visual_review
transition_candidates__brightness_medium__run_04__frame_033_20260820T154125_511.jpg,val,transition_candidates/brightness_medium/run_04/frame_033_20260820T154125_511.jpg,08df50e7d8c2fc5742862b87e5baff1ee72f0f8c14148b685a62babed787ffc4,yellow,1,363,180,384,213,0.778125,0.545833,0.043750,0.091667,transition_visual_review
transition_candidates__brightness_medium__run_04__frame_034_20260820T154125_625.jpg,val,transition_candidates/brightness_medium/run_04/frame_034_20260820T154125_625.jpg,08df50e7d8c2fc5742862b87e5baff1ee72f0f8c14148b685a62babed787ffc4,yellow,1,363,180,384,213,0.778125,0.545833,0.043750,0.091667,transition_visual_review
transition_candidates__brightness_medium__run_04__frame_035_20260820T154125_749.jpg,val,transition_candidates/brightness_medium/run_04/frame_035_20260820T154125_749.jpg,4d321b346fe805a785788bf0d38db8e2558353b33444dad0ed76364125a8577e,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_medium__run_04__frame_036_20260820T154125_866.jpg,val,transition_candidates/brightness_medium/run_04/frame_036_20260820T154125_866.jpg,9e14b9d1e963d7e15ac22f6c0f37e48518c70476b3ee9264ba53a8392460e095,red,0,366,180,388,215,0.785417,0.548611,0.045833,0.097222,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_037_20260820T154125_988.jpg,val,transition_candidates/brightness_medium/run_04/frame_037_20260820T154125_988.jpg,7859b07da004791e2206e184669fe9dc51fb6e516ddc1c388cf4da45e9c393bd,red,0,368,180,390,216,0.789583,0.550000,0.045833,0.100000,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_038_20260820T154126_103.jpg,val,transition_candidates/brightness_medium/run_04/frame_038_20260820T154126_103.jpg,2ea3b8a4dade69f8deca82df3a494505dd5283ac35b18067d98dede7266b2d07,red,0,370,180,391,216,0.792708,0.550000,0.043750,0.100000,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_039_20260820T154126_227.jpg,val,transition_candidates/brightness_medium/run_04/frame_039_20260820T154126_227.jpg,67a3af9f72ed6393a5c998ad4121aafcb8ee36b209ea3afe68f3158ca236bd7f,red,0,371,180,393,216,0.795833,0.550000,0.045833,0.100000,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_040_20260820T154126_352.jpg,val,transition_candidates/brightness_medium/run_04/frame_040_20260820T154126_352.jpg,67a3af9f72ed6393a5c998ad4121aafcb8ee36b209ea3afe68f3158ca236bd7f,red,0,371,180,393,216,0.795833,0.550000,0.045833,0.100000,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_041_20260820T154126_473.jpg,val,transition_candidates/brightness_medium/run_04/frame_041_20260820T154126_473.jpg,67a3af9f72ed6393a5c998ad4121aafcb8ee36b209ea3afe68f3158ca236bd7f,red,0,371,180,393,216,0.795833,0.550000,0.045833,0.100000,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_042_20260820T154126_597.jpg,val,transition_candidates/brightness_medium/run_04/frame_042_20260820T154126_597.jpg,314e1d39809e79fff718a205490af11e1aa910cc2aff11d3b744676ebcaf5248,red,0,374,180,396,217,0.802083,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_043_20260820T154126_715.jpg,val,transition_candidates/brightness_medium/run_04/frame_043_20260820T154126_715.jpg,314e1d39809e79fff718a205490af11e1aa910cc2aff11d3b744676ebcaf5248,red,0,374,180,396,217,0.802083,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_044_20260820T154126_829.jpg,val,transition_candidates/brightness_medium/run_04/frame_044_20260820T154126_829.jpg,4255f2a5d9b46b715fc8a5f0265cf1a42c9cb586e09ca41e327397a48347ecbd,red,0,378,180,401,217,0.811458,0.551389,0.047917,0.102778,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_045_20260820T154126_953.jpg,val,transition_candidates/brightness_medium/run_04/frame_045_20260820T154126_953.jpg,1fdeb431c6bd0e9ac6dc84f252e53451a91af6c97591abf02cfbac9e4502417e,red,0,379,180,401,217,0.812500,0.551389,0.045833,0.102778,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_046_20260820T154127_075.jpg,val,transition_candidates/brightness_medium/run_04/frame_046_20260820T154127_075.jpg,c4411230742bfbc329b3437dc5dff66aa0fea4e0ad7b221413fd8698fd7d33d0,red,0,380,180,403,218,0.815625,0.552778,0.047917,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_047_20260820T154127_199.jpg,val,transition_candidates/brightness_medium/run_04/frame_047_20260820T154127_199.jpg,51ceab7e269096adeaa9575c3d176d16f094b2ae86b19f76f110a6ee2c0bda9d,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_048_20260820T154127_314.jpg,val,transition_candidates/brightness_medium/run_04/frame_048_20260820T154127_314.jpg,51ceab7e269096adeaa9575c3d176d16f094b2ae86b19f76f110a6ee2c0bda9d,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_04__frame_049_20260820T154127_430.jpg,val,transition_candidates/brightness_medium/run_04/frame_049_20260820T154127_430.jpg,e4e34b027189fe579e4bc0ba98b4bc73412a2360ea180655d2a24e9578abf584,red,0,380,180,404,218,0.816667,0.552778,0.050000,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_000_20260820T154129_156.jpg,test,transition_candidates/brightness_medium/run_05/frame_000_20260820T154129_156.jpg,b405ec0392c48a96f8a1395f8e8ca3072b445f4dbf151d3eeec8482e8838fded,green,2,259,180,276,208,0.557292,0.538889,0.035417,0.077778,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_001_20260820T154129_282.jpg,test,transition_candidates/brightness_medium/run_05/frame_001_20260820T154129_282.jpg,aa452891046bcd56c8f5d9c89b2c21bc868cf87c393ce061328c7b0fee40224d,green,2,260,180,276,208,0.558333,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_002_20260820T154129_405.jpg,test,transition_candidates/brightness_medium/run_05/frame_002_20260820T154129_405.jpg,aa452891046bcd56c8f5d9c89b2c21bc868cf87c393ce061328c7b0fee40224d,green,2,260,180,276,208,0.558333,0.538889,0.033333,0.077778,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_003_20260820T154129_523.jpg,test,transition_candidates/brightness_medium/run_05/frame_003_20260820T154129_523.jpg,f5c9445e0e7140c17c93cba2139764ece8352c82ce1f8dd8b29256d9278ef42f,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_004_20260820T154129_642.jpg,test,transition_candidates/brightness_medium/run_05/frame_004_20260820T154129_642.jpg,f5c9445e0e7140c17c93cba2139764ece8352c82ce1f8dd8b29256d9278ef42f,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_005_20260820T154129_761.jpg,test,transition_candidates/brightness_medium/run_05/frame_005_20260820T154129_761.jpg,f5c9445e0e7140c17c93cba2139764ece8352c82ce1f8dd8b29256d9278ef42f,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_006_20260820T154129_885.jpg,test,transition_candidates/brightness_medium/run_05/frame_006_20260820T154129_885.jpg,6b1dd0ec3fc885cafe05930689adf71cd308dd03da1446bba6b9d927c5456daf,green,2,260,180,277,209,0.559375,0.540278,0.035417,0.080556,transition_hash_matches_green
transition_candidates__brightness_medium__run_05__frame_007_20260820T154130_011.jpg,test,transition_candidates/brightness_medium/run_05/frame_007_20260820T154130_011.jpg,8322c63a45cb2533076680e0709e63eb9aa084ca2230765e47bc0be176cdd753,green,2,260,180,277,210,0.559375,0.541667,0.035417,0.083333,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_008_20260820T154130_124.jpg,test,transition_candidates/brightness_medium/run_05/frame_008_20260820T154130_124.jpg,b4cdb0850ce0d1f03f174f4e1e8ed4024f899d1bb194de0ab40bca24c4dedce1,,,,,,,,,,,transition_visual_review_empty
transition_candidates__brightness_medium__run_05__frame_009_20260820T154130_243.jpg,test,transition_candidates/brightness_medium/run_05/frame_009_20260820T154130_243.jpg,7207f418df1f42fc3042e26995cbf97475512a9c3da1639ac64449d8bfda726f,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_010_20260820T154130_367.jpg,test,transition_candidates/brightness_medium/run_05/frame_010_20260820T154130_367.jpg,6e7b8d52ec53a3adc37189a03a97032247a4455fb38e2f608f8d476087f6d5b7,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_011_20260820T154130_480.jpg,test,transition_candidates/brightness_medium/run_05/frame_011_20260820T154130_480.jpg,6e7b8d52ec53a3adc37189a03a97032247a4455fb38e2f608f8d476087f6d5b7,yellow,1,261,180,278,210,0.561458,0.541667,0.035417,0.083333,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_012_20260820T154130_598.jpg,test,transition_candidates/brightness_medium/run_05/frame_012_20260820T154130_598.jpg,fd834bf60696a68fdde7341e35ac78f07b12ea7ef6449dff3a61ec0c3cb5e1b1,yellow,1,261,180,279,211,0.562500,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_013_20260820T154130_716.jpg,test,transition_candidates/brightness_medium/run_05/frame_013_20260820T154130_716.jpg,71fd3311b89e00a192071c34b064ce7ef8336290317fcbd73d341b788248e487,yellow,1,261,180,279,211,0.562500,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_014_20260820T154130_835.jpg,test,transition_candidates/brightness_medium/run_05/frame_014_20260820T154130_835.jpg,d42efdbf276cc571c3ffb66f89362cd24dac34e737812f60565b69b71ee22071,yellow,1,261,180,279,211,0.562500,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_015_20260820T154130_961.jpg,test,transition_candidates/brightness_medium/run_05/frame_015_20260820T154130_961.jpg,0f1c31348c3c72aade0d606e461a103ea2c27e6056c6020d8d243562315cfe5a,yellow,1,262,180,280,211,0.564583,0.543056,0.037500,0.086111,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_016_20260820T154131_087.jpg,test,transition_candidates/brightness_medium/run_05/frame_016_20260820T154131_087.jpg,c30260efac45ca44e324f3af4e9d804d5f5816b2e0fc27efc439446d361564e5,yellow,1,262,180,280,212,0.564583,0.544444,0.037500,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_017_20260820T154131_211.jpg,test,transition_candidates/brightness_medium/run_05/frame_017_20260820T154131_211.jpg,c30260efac45ca44e324f3af4e9d804d5f5816b2e0fc27efc439446d361564e5,yellow,1,262,180,280,212,0.564583,0.544444,0.037500,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_018_20260820T154131_329.jpg,test,transition_candidates/brightness_medium/run_05/frame_018_20260820T154131_329.jpg,d7ed984c409cbb473387ddd3077104434a5df8e37d6d60f2d536bfe667043f7d,yellow,1,262,180,280,212,0.564583,0.544444,0.037500,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_019_20260820T154131_450.jpg,test,transition_candidates/brightness_medium/run_05/frame_019_20260820T154131_450.jpg,2319229cac60a842ab76bcd2cb88d3257b14018938d38d9318a82d5949ae0c66,yellow,1,262,180,281,212,0.565625,0.544444,0.039583,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_020_20260820T154131_573.jpg,test,transition_candidates/brightness_medium/run_05/frame_020_20260820T154131_573.jpg,e05138e4f8ec33a8844d6b41b09b0f8db4290bbdf40391aa4fefa0a517c35bc7,yellow,1,262,180,281,212,0.565625,0.544444,0.039583,0.088889,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_021_20260820T154131_688.jpg,test,transition_candidates/brightness_medium/run_05/frame_021_20260820T154131_688.jpg,dc2d9f142884a21d4e0d5bbcf3fb798af9e51a96fe79d40e1ddee8397d0dc87b,yellow,1,263,180,281,213,0.566667,0.545833,0.037500,0.091667,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_022_20260820T154131_812.jpg,test,transition_candidates/brightness_medium/run_05/frame_022_20260820T154131_812.jpg,0aaf7d304e6b96fc0e453992dbbcd875ecb3f9afd6889dae1f973794a78746e2,yellow,1,263,180,282,213,0.567708,0.545833,0.039583,0.091667,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_023_20260820T154131_932.jpg,test,transition_candidates/brightness_medium/run_05/frame_023_20260820T154131_932.jpg,0aaf7d304e6b96fc0e453992dbbcd875ecb3f9afd6889dae1f973794a78746e2,yellow,1,263,180,282,213,0.567708,0.545833,0.039583,0.091667,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_024_20260820T154132_050.jpg,test,transition_candidates/brightness_medium/run_05/frame_024_20260820T154132_050.jpg,0287de60a797c6402e6c30cbf2caecc9f380e0d795147b7209647f395b223c53,yellow,1,263,180,282,213,0.567708,0.545833,0.039583,0.091667,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_025_20260820T154132_164.jpg,test,transition_candidates/brightness_medium/run_05/frame_025_20260820T154132_164.jpg,0ccfdaf816dbd97bbb75ab15380fa3ba9e675fba2de5d643259b9434eddbfce1,yellow,1,263,180,282,214,0.567708,0.547222,0.039583,0.094444,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_026_20260820T154132_284.jpg,test,transition_candidates/brightness_medium/run_05/frame_026_20260820T154132_284.jpg,6af8e1b2576e261c7ff5b573cc549f9559aea175360ce5a056975c9ef4455dc9,yellow,1,264,180,283,214,0.569792,0.547222,0.039583,0.094444,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_027_20260820T154132_404.jpg,test,transition_candidates/brightness_medium/run_05/frame_027_20260820T154132_404.jpg,6af8e1b2576e261c7ff5b573cc549f9559aea175360ce5a056975c9ef4455dc9,yellow,1,264,180,283,214,0.569792,0.547222,0.039583,0.094444,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_028_20260820T154132_526.jpg,test,transition_candidates/brightness_medium/run_05/frame_028_20260820T154132_526.jpg,913b93630f1aa021a072c8ecd89b69b051eba85684b1fa7b3e5f289c9f252f4d,yellow,1,264,180,284,214,0.570833,0.547222,0.041667,0.094444,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_029_20260820T154132_641.jpg,test,transition_candidates/brightness_medium/run_05/frame_029_20260820T154132_641.jpg,9b178f52feac5abdd0b12f0d4a98e7997d01f29173bc2c156b7875668c3b0960,yellow,1,264,180,285,215,0.571875,0.548611,0.043750,0.097222,transition_hash_matches_yellow
transition_candidates__brightness_medium__run_05__frame_030_20260820T154132_767.jpg,test,transition_candidates/brightness_medium/run_05/frame_030_20260820T154132_767.jpg,7a05fa5c04b2cd19b9e3167bd08d77ee5201e1317eb67e7b4521f5c3099aaa43,yellow,1,264,180,285,215,0.571875,0.548611,0.043750,0.097222,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_031_20260820T154132_882.jpg,test,transition_candidates/brightness_medium/run_05/frame_031_20260820T154132_882.jpg,7a05fa5c04b2cd19b9e3167bd08d77ee5201e1317eb67e7b4521f5c3099aaa43,yellow,1,264,180,285,215,0.571875,0.548611,0.043750,0.097222,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_032_20260820T154133_019.jpg,test,transition_candidates/brightness_medium/run_05/frame_032_20260820T154133_019.jpg,7a05fa5c04b2cd19b9e3167bd08d77ee5201e1317eb67e7b4521f5c3099aaa43,yellow,1,264,180,285,215,0.571875,0.548611,0.043750,0.097222,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_033_20260820T154133_136.jpg,test,transition_candidates/brightness_medium/run_05/frame_033_20260820T154133_136.jpg,758812043a833d556b9648c012c204f2b85ea0ef850bdf193f2aea61f6542950,yellow,1,266,180,287,216,0.576042,0.550000,0.043750,0.100000,transition_visual_review
transition_candidates__brightness_medium__run_05__frame_034_20260820T154133_257.jpg,test,transition_candidates/brightness_medium/run_05/frame_034_20260820T154133_257.jpg,893a45ee515c5fe23834793e8a4d392d9d3417d749630fde2155dbe659ba01e4,,,,,,,,,,,transition_hash_matches_unclear
transition_candidates__brightness_medium__run_05__frame_035_20260820T154133_375.jpg,test,transition_candidates/brightness_medium/run_05/frame_035_20260820T154133_375.jpg,26020a405062f97ffd32aad356d6d2fee37773a8291c61ee60fd2fbb99e5b9c0,red,0,266,180,287,217,0.576042,0.551389,0.043750,0.102778,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_036_20260820T154133_490.jpg,test,transition_candidates/brightness_medium/run_05/frame_036_20260820T154133_490.jpg,be3d724d48e7f8a3c8480d5f14a75578361fd5163f42b88a26c9f90c8fe9c161,red,0,267,180,288,218,0.578125,0.552778,0.043750,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_037_20260820T154133_604.jpg,test,transition_candidates/brightness_medium/run_05/frame_037_20260820T154133_604.jpg,be3d724d48e7f8a3c8480d5f14a75578361fd5163f42b88a26c9f90c8fe9c161,red,0,267,180,288,218,0.578125,0.552778,0.043750,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_038_20260820T154133_723.jpg,test,transition_candidates/brightness_medium/run_05/frame_038_20260820T154133_723.jpg,331dde15f082833b539e58aa3c2860c8e0f94e542fd42a05ed8d13526256040b,red,0,267,180,288,218,0.578125,0.552778,0.043750,0.105556,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_039_20260820T154133_846.jpg,test,transition_candidates/brightness_medium/run_05/frame_039_20260820T154133_846.jpg,3cde6f2bd0432f397ad8e7a2f873509ed518cd8c592f9e1f4acbe91c04dea25b,red,0,267,180,289,219,0.579167,0.554167,0.045833,0.108333,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_040_20260820T154133_977.jpg,test,transition_candidates/brightness_medium/run_05/frame_040_20260820T154133_977.jpg,6616f9d545fa0bdfe9c501feaff6679df21f2303e3bf47e952be12f5f749e74a,red,0,267,180,289,219,0.579167,0.554167,0.045833,0.108333,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_041_20260820T154134_099.jpg,test,transition_candidates/brightness_medium/run_05/frame_041_20260820T154134_099.jpg,4390f07af0c684fe777c15a83d1e06045879c98401fce3464abc8c51c4fcd786,red,0,268,180,290,219,0.581250,0.554167,0.045833,0.108333,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_042_20260820T154134_214.jpg,test,transition_candidates/brightness_medium/run_05/frame_042_20260820T154134_214.jpg,80c9f7cde188e5851b85a361821a607a5b55d97c2d1084af7b7db24c8c361d98,red,0,268,180,290,220,0.581250,0.555556,0.045833,0.111111,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_043_20260820T154134_330.jpg,test,transition_candidates/brightness_medium/run_05/frame_043_20260820T154134_330.jpg,80c9f7cde188e5851b85a361821a607a5b55d97c2d1084af7b7db24c8c361d98,red,0,268,180,290,220,0.581250,0.555556,0.045833,0.111111,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_044_20260820T154134_457.jpg,test,transition_candidates/brightness_medium/run_05/frame_044_20260820T154134_457.jpg,4d5afd5cfa8a2201289e7f8387fa7c32588dda986174eb537923741aa621db96,red,0,269,180,291,221,0.583333,0.556944,0.045833,0.113889,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_045_20260820T154134_589.jpg,test,transition_candidates/brightness_medium/run_05/frame_045_20260820T154134_589.jpg,4c04a4107ffd17ce7a953476f100f630df698d028f407ea328aae92c3a5b38e0,red,0,269,180,292,221,0.584375,0.556944,0.047917,0.113889,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_046_20260820T154134_720.jpg,test,transition_candidates/brightness_medium/run_05/frame_046_20260820T154134_720.jpg,4c04a4107ffd17ce7a953476f100f630df698d028f407ea328aae92c3a5b38e0,red,0,269,180,292,221,0.584375,0.556944,0.047917,0.113889,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_047_20260820T154134_848.jpg,test,transition_candidates/brightness_medium/run_05/frame_047_20260820T154134_848.jpg,0864c6fa4bb6021ba7bedfd2cd6db3e3cccceee6eef8d27403074d685e83ae28,red,0,269,180,293,222,0.585417,0.558333,0.050000,0.116667,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_048_20260820T154134_968.jpg,test,transition_candidates/brightness_medium/run_05/frame_048_20260820T154134_968.jpg,411f155601672ad08bb02711be0398fbd77b01b62e9071cfa9fc5028a632cbd7,red,0,269,180,293,222,0.585417,0.558333,0.050000,0.116667,transition_hash_matches_red
transition_candidates__brightness_medium__run_05__frame_049_20260820T154135_085.jpg,test,transition_candidates/brightness_medium/run_05/frame_049_20260820T154135_085.jpg,4289ef6461e766cc1da093d36373ae39db34a858248e6d833c53c19fba1d319c,red,0,269,180,293,222,0.585417,0.558333,0.050000,0.116667,transition_hash_matches_red
unclear__brightness_high__run_01__frame_007_20260820T153959_638.jpg,train,unclear/brightness_high/run_01/frame_007_20260820T153959_638.jpg,c0feb85ced69971e0f43356fd9418e8cb3623f75cab9c85e3365ae9b607b2dc9,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_02__frame_008_20260820T154007_720.jpg,train,unclear/brightness_high/run_02/frame_008_20260820T154007_720.jpg,a143f430fd4d8f613db58bcf4a6705e8d931670dd3a8f03c9fbcc571718cd235,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_008_20260820T154015_645.jpg,train,unclear/brightness_high/run_03/frame_008_20260820T154015_645.jpg,7d4a56c23e76982e6853cb5138f67a8a5adb45fe5b814c306788c6529f29bb68,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_030_20260820T154018_493.jpg,train,unclear/brightness_high/run_03/frame_030_20260820T154018_493.jpg,691cab517b378a8bb3a760ce62fd56273e452af03a35ff1e16354938d4223976,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_031_20260820T154018_617.jpg,train,unclear/brightness_high/run_03/frame_031_20260820T154018_617.jpg,7396e70c2943cded4e0d2714ad7d45037780b31f654295d751c9f80f4c4eed0b,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_032_20260820T154018_735.jpg,train,unclear/brightness_high/run_03/frame_032_20260820T154018_735.jpg,8273941cfab44635b5172beeb36759a237365887b86136da835bc2aa4a2ce2bd,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_033_20260820T154018_862.jpg,train,unclear/brightness_high/run_03/frame_033_20260820T154018_862.jpg,16417fbc85bf722506db80f68d0ae4886f4fb3f9ae0303590fee6cf226b02be1,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_034_20260820T154018_990.jpg,train,unclear/brightness_high/run_03/frame_034_20260820T154018_990.jpg,16417fbc85bf722506db80f68d0ae4886f4fb3f9ae0303590fee6cf226b02be1,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_035_20260820T154019_110.jpg,train,unclear/brightness_high/run_03/frame_035_20260820T154019_110.jpg,85c330fb2eed20e4f9433ef6321f88d5ab74b10e04fffd78972d1c60253fa7fc,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_03__frame_036_20260820T154019_233.jpg,train,unclear/brightness_high/run_03/frame_036_20260820T154019_233.jpg,85c330fb2eed20e4f9433ef6321f88d5ab74b10e04fffd78972d1c60253fa7fc,,,,,,,,,,,unclear_folder_empty
unclear__brightness_high__run_04__frame_008_20260820T154023_672.jpg,val,unclear/brightness_high/run_04/frame_008_20260820T154023_672.jpg,d93e255c1878f203055b1d4dc3af2a8fe148406faaf73834be8e7b2203c5e6bf,green,2,341,180,357,208,0.727083,0.538889,0.033333,0.077778,unclear_duplicate_matches_green
unclear__brightness_high__run_05__frame_008_20260820T154031_770.jpg,test,unclear/brightness_high/run_05/frame_008_20260820T154031_770.jpg,ac8e75babde763b079c8bad90e6ac4a284c07b49afdded57a1841c34b2e7d27c,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_01__frame_032_20260820T154201_064.jpg,train,unclear/brightness_low/run_01/frame_032_20260820T154201_064.jpg,bc759a88f96fd57b127d3d6f773bf844e603c6ab122fe5bc7caaa9e3f6e27237,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_01__frame_033_20260820T154201_201.jpg,train,unclear/brightness_low/run_01/frame_033_20260820T154201_201.jpg,bc759a88f96fd57b127d3d6f773bf844e603c6ab122fe5bc7caaa9e3f6e27237,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_01__frame_034_20260820T154201_322.jpg,train,unclear/brightness_low/run_01/frame_034_20260820T154201_322.jpg,bc759a88f96fd57b127d3d6f773bf844e603c6ab122fe5bc7caaa9e3f6e27237,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_030_20260820T154216_843.jpg,train,unclear/brightness_low/run_03/frame_030_20260820T154216_843.jpg,f2b4d03d1e09c9cd3230ff44359b21d9cdc193d6d53f5c29e5d22cbbba4bf97d,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_031_20260820T154216_962.jpg,train,unclear/brightness_low/run_03/frame_031_20260820T154216_962.jpg,c8a56180aec9bf900b24995e998b2af2cf21a79068e3c94af07fe7d7494c3bb3,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_032_20260820T154217_087.jpg,train,unclear/brightness_low/run_03/frame_032_20260820T154217_087.jpg,c8a56180aec9bf900b24995e998b2af2cf21a79068e3c94af07fe7d7494c3bb3,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_033_20260820T154217_210.jpg,train,unclear/brightness_low/run_03/frame_033_20260820T154217_210.jpg,210fc8c482bdd218cd013332377575dc4715c45c4db3d3df5cc7f4def692426b,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_034_20260820T154217_346.jpg,train,unclear/brightness_low/run_03/frame_034_20260820T154217_346.jpg,de48f67a8a0f1c84a28aec9c1b821ef36f177bc6fcab07449185519907e7f505,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_035_20260820T154217_475.jpg,train,unclear/brightness_low/run_03/frame_035_20260820T154217_475.jpg,cfc35a0c80561997312bd88e3daa32c6630e0ed4c7c480ee2bef787da7af6de5,,,,,,,,,,,unclear_folder_empty
unclear__brightness_low__run_03__frame_036_20260820T154217_593.jpg,train,unclear/brightness_low/run_03/frame_036_20260820T154217_593.jpg,3e9e5a1fc45f1307ae0fd7b36c3dfbc0d95a022ec397056fe054fe59776cd26e,,,,,,,,,,,unclear_folder_empty
unclear__brightness_medium__run_01__frame_034_20260820T154102_699.jpg,train,unclear/brightness_medium/run_01/frame_034_20260820T154102_699.jpg,728e5a4fab5f817729dca4eeed2f2b11c88992891225342449fdc0507dd0ec0b,,,,,,,,,,,unclear_folder_empty
